AliasName,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
CCSRACK_16_C.Ch6Config.HARTEn,CCSRACK:16:C.CH6CONFIG.HARTEN,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.HHAlarmLimit,CCSRACK:16:C.CH6CONFIG.HHALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.HighEngineering,CCSRACK:16:C.CH6CONFIG.HIGHENGINEERING,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.HighSignal,CCSRACK:16:C.CH6CONFIG.HIGHSIGNAL,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.LAlarmLimit,CCSRACK:16:C.CH6CONFIG.LALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.LLAlarmLimit,CCSRACK:16:C.CH6CONFIG.LLALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.LowEngineering,CCSRACK:16:C.CH6CONFIG.LOWENGINEERING,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.LowSignal,CCSRACK:16:C.CH6CONFIG.LOWSIGNAL,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.ProcessAlarmLatch,CCSRACK:16:C.CH6CONFIG.PROCESSALARMLATCH,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.RangeType,CCSRACK:16:C.CH6CONFIG.RANGETYPE,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.RateAlarmLatch,CCSRACK:16:C.CH6CONFIG.RATEALARMLATCH,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch6Config.RateAlarmLimit,CCSRACK:16:C.CH6CONFIG.RATEALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.AlarmDeadband,CCSRACK:16:C.CH7CONFIG.ALARMDEADBAND,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.AlarmDisable,CCSRACK:16:C.CH7CONFIG.ALARMDISABLE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.CalBias,CCSRACK:16:C.CH7CONFIG.CALBIAS,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.Config,CCSRACK:16:C.CH7CONFIG.CONFIG,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.DigitalFilter,CCSRACK:16:C.CH7CONFIG.DIGITALFILTER,Short,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.HAlarmLimit,CCSRACK:16:C.CH7CONFIG.HALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.HARTEn,CCSRACK:16:C.CH7CONFIG.HARTEN,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.HHAlarmLimit,CCSRACK:16:C.CH7CONFIG.HHALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.HighEngineering,CCSRACK:16:C.CH7CONFIG.HIGHENGINEERING,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.HighSignal,CCSRACK:16:C.CH7CONFIG.HIGHSIGNAL,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.LAlarmLimit,CCSRACK:16:C.CH7CONFIG.LALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.LLAlarmLimit,CCSRACK:16:C.CH7CONFIG.LLALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.LowEngineering,CCSRACK:16:C.CH7CONFIG.LOWENGINEERING,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.LowSignal,CCSRACK:16:C.CH7CONFIG.LOWSIGNAL,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.ProcessAlarmLatch,CCSRACK:16:C.CH7CONFIG.PROCESSALARMLATCH,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.RangeType,CCSRACK:16:C.CH7CONFIG.RANGETYPE,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.RateAlarmLatch,CCSRACK:16:C.CH7CONFIG.RATEALARMLATCH,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_C.Ch7Config.RateAlarmLimit,CCSRACK:16:C.CH7CONFIG.RATEALARMLIMIT,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.AnalogGroupFault,CCSRACK:16:I.ANALOGGROUPFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.CalFault,CCSRACK:16:I.CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Calibrating,CCSRACK:16:I.CALIBRATING,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0BrokenWire,CCSRACK:16:I.CH0BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0CalFault,CCSRACK:16:I.CH0CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0Data,CCSRACK:16:I.CH0DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0Fault,CCSRACK:16:I.CH0FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0HAlarm,CCSRACK:16:I.CH0HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0HARTFault,CCSRACK:16:I.CH0HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0HHAlarm,CCSRACK:16:I.CH0HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0LAlarm,CCSRACK:16:I.CH0LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0LLAlarm,CCSRACK:16:I.CH0LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0Overrange,CCSRACK:16:I.CH0OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0RateAlarm,CCSRACK:16:I.CH0RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0Status,CCSRACK:16:I.CH0STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch0Underrange,CCSRACK:16:I.CH0UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1BrokenWire,CCSRACK:16:I.CH1BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1CalFault,CCSRACK:16:I.CH1CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1Data,CCSRACK:16:I.CH1DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1Fault,CCSRACK:16:I.CH1FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1HAlarm,CCSRACK:16:I.CH1HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1HARTFault,CCSRACK:16:I.CH1HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1HHAlarm,CCSRACK:16:I.CH1HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1LAlarm,CCSRACK:16:I.CH1LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1LLAlarm,CCSRACK:16:I.CH1LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1Overrange,CCSRACK:16:I.CH1OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1RateAlarm,CCSRACK:16:I.CH1RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1Status,CCSRACK:16:I.CH1STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch1Underrange,CCSRACK:16:I.CH1UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2BrokenWire,CCSRACK:16:I.CH2BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2CalFault,CCSRACK:16:I.CH2CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2Data,CCSRACK:16:I.CH2DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2Fault,CCSRACK:16:I.CH2FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2HAlarm,CCSRACK:16:I.CH2HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2HARTFault,CCSRACK:16:I.CH2HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2HHAlarm,CCSRACK:16:I.CH2HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2LAlarm,CCSRACK:16:I.CH2LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2LLAlarm,CCSRACK:16:I.CH2LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2Overrange,CCSRACK:16:I.CH2OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2RateAlarm,CCSRACK:16:I.CH2RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2Status,CCSRACK:16:I.CH2STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch2Underrange,CCSRACK:16:I.CH2UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3BrokenWire,CCSRACK:16:I.CH3BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3CalFault,CCSRACK:16:I.CH3CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3Data,CCSRACK:16:I.CH3DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3Fault,CCSRACK:16:I.CH3FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3HAlarm,CCSRACK:16:I.CH3HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3HARTFault,CCSRACK:16:I.CH3HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3HHAlarm,CCSRACK:16:I.CH3HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3LAlarm,CCSRACK:16:I.CH3LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3LLAlarm,CCSRACK:16:I.CH3LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3Overrange,CCSRACK:16:I.CH3OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3RateAlarm,CCSRACK:16:I.CH3RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3Status,CCSRACK:16:I.CH3STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch3Underrange,CCSRACK:16:I.CH3UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4BrokenWire,CCSRACK:16:I.CH4BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4CalFault,CCSRACK:16:I.CH4CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4Data,CCSRACK:16:I.CH4DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4Fault,CCSRACK:16:I.CH4FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4HAlarm,CCSRACK:16:I.CH4HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4HARTFault,CCSRACK:16:I.CH4HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4HHAlarm,CCSRACK:16:I.CH4HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4LAlarm,CCSRACK:16:I.CH4LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4LLAlarm,CCSRACK:16:I.CH4LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4Overrange,CCSRACK:16:I.CH4OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4RateAlarm,CCSRACK:16:I.CH4RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4Status,CCSRACK:16:I.CH4STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch4Underrange,CCSRACK:16:I.CH4UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5BrokenWire,CCSRACK:16:I.CH5BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5CalFault,CCSRACK:16:I.CH5CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5Data,CCSRACK:16:I.CH5DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5Fault,CCSRACK:16:I.CH5FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5HAlarm,CCSRACK:16:I.CH5HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5HARTFault,CCSRACK:16:I.CH5HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5HHAlarm,CCSRACK:16:I.CH5HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5LAlarm,CCSRACK:16:I.CH5LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5LLAlarm,CCSRACK:16:I.CH5LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5Overrange,CCSRACK:16:I.CH5OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5RateAlarm,CCSRACK:16:I.CH5RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5Status,CCSRACK:16:I.CH5STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch5Underrange,CCSRACK:16:I.CH5UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6BrokenWire,CCSRACK:16:I.CH6BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6CalFault,CCSRACK:16:I.CH6CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6Data,CCSRACK:16:I.CH6DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6Fault,CCSRACK:16:I.CH6FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6HAlarm,CCSRACK:16:I.CH6HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6HARTFault,CCSRACK:16:I.CH6HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6HHAlarm,CCSRACK:16:I.CH6HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6LAlarm,CCSRACK:16:I.CH6LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6LLAlarm,CCSRACK:16:I.CH6LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6Overrange,CCSRACK:16:I.CH6OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6RateAlarm,CCSRACK:16:I.CH6RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6Status,CCSRACK:16:I.CH6STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch6Underrange,CCSRACK:16:I.CH6UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7BrokenWire,CCSRACK:16:I.CH7BROKENWIRE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7CalFault,CCSRACK:16:I.CH7CALFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7Data,CCSRACK:16:I.CH7DATA,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7Fault,CCSRACK:16:I.CH7FAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7HAlarm,CCSRACK:16:I.CH7HALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7HARTFault,CCSRACK:16:I.CH7HARTFAULT,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7HHAlarm,CCSRACK:16:I.CH7HHALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7LAlarm,CCSRACK:16:I.CH7LALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7LLAlarm,CCSRACK:16:I.CH7LLALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7Overrange,CCSRACK:16:I.CH7OVERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7RateAlarm,CCSRACK:16:I.CH7RATEALARM,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7Status,CCSRACK:16:I.CH7STATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Ch7Underrange,CCSRACK:16:I.CH7UNDERRANGE,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.ChannelFaults,CCSRACK:16:I.CHANNELFAULTS,Short,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HARTFaults,CCSRACK:16:I.HARTFAULTS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.ModuleFaults,CCSRACK:16:I.MODULEFAULTS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.Pad,CCSRACK:16:I.PAD,Short,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.RollingTimestamp,CCSRACK:16:I.ROLLINGTIMESTAMP,Short,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.UpdatedStatusReady,CCSRACK:16:I.UPDATEDSTATUSREADY,Boolean,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.CSTTimestamp_x.CSTTimestamp_0,CCSRACK:16:I.CSTTIMESTAMP[0],Long,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.CSTTimestamp_x.CSTTimestamp_1,CCSRACK:16:I.CSTTIMESTAMP[1],Long,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0FV,CCSRACK:16:I.HART.CH0FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0FVStatus,CCSRACK:16:I.HART.CH0FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0PV,CCSRACK:16:I.HART.CH0PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0PVStatus,CCSRACK:16:I.HART.CH0PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0SV,CCSRACK:16:I.HART.CH0SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0SVStatus,CCSRACK:16:I.HART.CH0SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0TV,CCSRACK:16:I.HART.CH0TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch0TVStatus,CCSRACK:16:I.HART.CH0TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1FV,CCSRACK:16:I.HART.CH1FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1FVStatus,CCSRACK:16:I.HART.CH1FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1PV,CCSRACK:16:I.HART.CH1PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1PVStatus,CCSRACK:16:I.HART.CH1PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1SV,CCSRACK:16:I.HART.CH1SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1SVStatus,CCSRACK:16:I.HART.CH1SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1TV,CCSRACK:16:I.HART.CH1TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch1TVStatus,CCSRACK:16:I.HART.CH1TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2FV,CCSRACK:16:I.HART.CH2FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2FVStatus,CCSRACK:16:I.HART.CH2FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2PV,CCSRACK:16:I.HART.CH2PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2PVStatus,CCSRACK:16:I.HART.CH2PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2SV,CCSRACK:16:I.HART.CH2SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2SVStatus,CCSRACK:16:I.HART.CH2SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2TV,CCSRACK:16:I.HART.CH2TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch2TVStatus,CCSRACK:16:I.HART.CH2TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3FV,CCSRACK:16:I.HART.CH3FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3FVStatus,CCSRACK:16:I.HART.CH3FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3PV,CCSRACK:16:I.HART.CH3PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3PVStatus,CCSRACK:16:I.HART.CH3PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3SV,CCSRACK:16:I.HART.CH3SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3SVStatus,CCSRACK:16:I.HART.CH3SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3TV,CCSRACK:16:I.HART.CH3TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch3TVStatus,CCSRACK:16:I.HART.CH3TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4FV,CCSRACK:16:I.HART.CH4FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4FVStatus,CCSRACK:16:I.HART.CH4FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4PV,CCSRACK:16:I.HART.CH4PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4PVStatus,CCSRACK:16:I.HART.CH4PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4SV,CCSRACK:16:I.HART.CH4SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4SVStatus,CCSRACK:16:I.HART.CH4SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4TV,CCSRACK:16:I.HART.CH4TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch4TVStatus,CCSRACK:16:I.HART.CH4TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5FV,CCSRACK:16:I.HART.CH5FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5FVStatus,CCSRACK:16:I.HART.CH5FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5PV,CCSRACK:16:I.HART.CH5PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5PVStatus,CCSRACK:16:I.HART.CH5PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5SV,CCSRACK:16:I.HART.CH5SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5SVStatus,CCSRACK:16:I.HART.CH5SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5TV,CCSRACK:16:I.HART.CH5TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch5TVStatus,CCSRACK:16:I.HART.CH5TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6FV,CCSRACK:16:I.HART.CH6FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6FVStatus,CCSRACK:16:I.HART.CH6FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6PV,CCSRACK:16:I.HART.CH6PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6PVStatus,CCSRACK:16:I.HART.CH6PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6SV,CCSRACK:16:I.HART.CH6SV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6SVStatus,CCSRACK:16:I.HART.CH6SVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6TV,CCSRACK:16:I.HART.CH6TV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch6TVStatus,CCSRACK:16:I.HART.CH6TVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch7FV,CCSRACK:16:I.HART.CH7FV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch7FVStatus,CCSRACK:16:I.HART.CH7FVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch7PV,CCSRACK:16:I.HART.CH7PV,Float,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch7PVStatus,CCSRACK:16:I.HART.CH7PVSTATUS,Char,1,R/W,100,,,,,,,,,,,
CCSRACK_16_I.HART.Ch7SV,CCSRACK:16:I.HART.CH7SV,Float,1,R/W,100,,,,,,,,,,,
